,link,referencia,latitud,longitud,direccion,distrito,etapa,fecha_entrega,financiamiento,areas_comunes,tipo,tipologia,piso,dormitorios,area,precio
2757,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2984-cinnco-mambo-etapa-i-comas-lima-lima-lider,CINNCO MAMBO ETAPA I,-11.935316324729031,-77.06398050313845,Calle 18 S/N,Comas,En construcción,"01 de Agosto, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,4,Pisos: Entre 5 al 13,3,73.67 m2,"S/ 332,800"
2189,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3325-edificio-sialia-jesus-maria-lima-lima-grupo-cygnus,Edificio Sialia,-12.0736972,-77.0466613,"Av. 6 de Agosto 1184, Jesús María",Jesus Maria,En planos,"31 de Mayo, 2027",Banco BCP,"['Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 102,Piso: 1,2,82.42 m2,"S/ 602,631"
3877,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2509-centrik-miraflores-lima-lima-inmobiliaria-ares,CENTRIK,-12.1075448,-77.0293153,"Scipion Llona 250, Miraflores",Miraflores,En construcción,"31 de Agosto, 2025",BBVA,"['Areas verdes', 'Gimnasio', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo 7,Pisos: Entre 2 al 8,3,83.13 m2,"S/ 731,400"
1939,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2332-filin-santiago-de-surco-lima-lima-danfra-inmobiliaria,FILIN,-12.138501617678145,-76.97901238161214,Jirón Cerro Negro 299-209,Santiago De Surco,En construcción,"30 de Septiembre, 2024",BBVA,"['Jardin interior', 'Lobby', 'Zona de Parrillas', 'Otros']",flat,701,Piso: 7,3,177.05 m2,"S/ 874,570"
1137,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2487-libertad-san-miguel-lima-lima-capac-asociados,Libertad,-12.0793846,-77.1040247,Av Libertad 2401,San Miguel,En planos,"30 de Noviembre, 2025",Banco Pichincha,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,AX06,Pisos: Entre 2 al 9,2,51.00 m2,"S/ 260,000"
1477,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2436-ativa-santiago-de-surco-lima-lima-cosapi,ATIVA,-12.09812654523626,-76.97171687190692,"El Derby 160, Surco",Santiago De Surco,En planos,"18 de Julio, 2024",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Departamento tipo X09,"Pisos: 3, 4, 5",1,41.27 m2,"S/ 389,967"
5529,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2722-mariscal-castilla-santiago-de-surco-lima-lima-tale-inmobiliaria,MARISCAL CASTILLA,-12.1339205,-77.0149429,"Av. Mariscal Castilla 334 – 338, Surco",Santiago De Surco,En construcción,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,X01-A,Pisos: Entre 4 al 18,2,55.00 m2,"S/ 433,000"
5618,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3334-residencial-green-life-chorrillos-lima-lima-verones-grupo-inmobiliario,Residencial Green Life,-12.176865728505682,-77.0041376935666,Los Gorriones 490,Chorrillos,En planos,"09 de Abril, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,709,Piso: 7,1,39.75 m2,"S/ 233,730"
6039,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3051-upper-28-miraflores-lima-lima-edifica,Upper 28,-12.1270154,-77.02883159999999,Av. 28 de julio 551,Miraflores,En construcción,"31 de Diciembre, 2025",Financiamiento Propio,"['Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Terraza', 'Zona de Parrillas', 'Otros']",duplex,15,Piso: 18,3,131.21 m2,"S/ 1,118,245"
4685,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2361-paseo-de-la-arboleda-4-santiago-de-surco-lima-lima-v&v-grupo-inmobiliario,PASEO DE LA ARBOLEDA 4,-12.14157370047621,-77.01076472165404,jr combate de angamos 542,Santiago De Surco,En construcción,"31 de Diciembre, 2024",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,M-SS01,Piso:,2,74.00 m2,"S/ 451,000"
4056,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,LOMBARDIA,-12.0813968,-77.03940030000001,Jr. Manuel Gómez N° 390,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Otros']",flat,TIPO R,Piso: 2,2,63.07 m2,"S/ 459,879"
4445,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3024-castellana-173-santiago-de-surco-lima-lima-ee-inmobiliaria,Castellana 173,-12.1304268,-77.0014315,Av. La Castellana 173,Santiago De Surco,En construcción,"30 de Abril, 2025",Banco BANBIF,"['Lobby', 'Terraza', 'Zona de Parrillas']",flat,Tipo 5,"Pisos: 2, 3, 4, 5, 6",2,59.64 m2,"$ 118,000"
6177,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2756-benavides-30-miraflores-lima-lima-citia,BENAVIDES 30,-12.1290823,-77.0021289,Av. Benavides 3066,Miraflores,En planos,"15 de Septiembre, 2025",BBVA,"['Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,3A + T,Piso: 15,2,81.51 m2,"S/ 557,750"
1134,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2487-libertad-san-miguel-lima-lima-capac-asociados,Libertad,-12.0793846,-77.1040247,Av Libertad 2401,San Miguel,En planos,"30 de Noviembre, 2025",Banco Pichincha,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,AX03,Pisos: Entre 2 al 13,2,54.25 m2,"S/ 271,000"
6270,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2430-patria-barranco-lima-lima-invent,PATRIA,-12.1371605,-77.0198954,CARLOS ARRIETA 380,Barranco,En construcción,"31 de Diciembre, 2024",Banco Scotiabank,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,TIPO 9,Piso: 1,1,60.61 m2,"S/ 669,929"
784,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2652-larco-791-miraflores-lima-lima-v&v-grupo-inmobiliario,LARCO 791,-12.1258119,-77.0293327,Av. Larco 791 - Miraflores,Miraflores,En construcción,"31 de Diciembre, 2025","Banco BCP, Otros","['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Tipo T1-X09,Piso: 13,3,89.55 m2,"S/ 819,000"
2160,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3242-new-one-jesus-maria-lima-lima-granadero-inmobiliaria,New One,-12.07389332682638,-77.03978922458735,"Av 6 de agosto 409, Jesús María",Jesus Maria,En construcción,"31 de Mayo, 2025",Banco Interbank,"['Gimnasio', 'Jardin interior', 'Lobby', 'Sala de Internet', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,1105,Piso: 11,3,118.35 m2,"S/ 894,200"
2968,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2953-elysee-pueblo-libre-lima-lima-arteco,Elysée,-12.07995105043442,-77.05823040125965,Av. Brasil 2260,Pueblo Libre,En planos,"25 de Noviembre, 2025",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de cine', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,1,Pisos: Entre 5 al 22,3,71.51 m2,"S/ 460,000"
1843,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2596-legado-jesus-maria-lima-lima-invent,LEGADO,-12.0820984,-77.0499681,"Jesús María, Av San Felipe 785 -787",Jesus Maria,En planos,"31 de Diciembre, 2025",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Karaoke', 'Piscina', 'Sala de Niños', 'Terraza', 'Zona de Lavandería', 'Otros']",flat,1 - I,Piso: 1,2,84.79 m2,"S/ 578,908"
3672,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3237-valle-grande-4-carabayllo-lima-lima-enacorp,VALLE GRANDE 4,-11.862355623377484,-77.05571705709315,Av. San Juan de Dios s/n Paradero Haras - Carabayllo,Carabayllo,En construcción,"01 de Noviembre, 2024",BBVA,"['Área de juegos para niños', 'Areas verdes', 'Parque privado', 'Sala de Niños', 'Sala de usos Múltiples', 'Otros']",flat,TIPO 144,Piso: 1,3,54.87 m2,"S/ 150,000"
4260,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3025-centrix-28-miraflores-lima-lima-ee-inmobiliaria,Centrix 28,-12.12972221149553,-77.0214986734462,AV. 28 de Julio 1109 con Cl. Francisco del Castillo N° 359 - 365,Miraflores,En planos,"31 de Julio, 2026",Banco BCP,"['Gimnasio', 'Lobby', 'Terraza', 'Zona de Parrillas']",flat,Tipo 07,Pisos: Entre 2 al 11,1,40.80 m2,"S/ 350,000"
2087,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2047-roosevelt-6000-departamentos-miraflores-lima-lima-marcan,Roosevelt 6000 - Departamentos,-12.1233719092039,-77.01793227785672,Av. Roosevelt 6000,Miraflores,Entrega inmediata,"30 de Noviembre, 2023",Banco BCP,"['Gimnasio', 'Lobby', 'Piscina', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",duplex,DUPLEX-X03,Piso: 16,3,195.03 m2,"S/ 1,287,000"
4820,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1776-novara-miraflores-lima-lima-valico,Novara,-12.122544661911917,-77.0244692526943,Paseo de la Republica 5745,Miraflores,Entrega inmediata,"30 de Junio, 2022",BBVA,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia']",flat,X01,"Pisos: 9, 14, 15, 17",3,122.06 m2,"$ 200,000"
5551,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2722-mariscal-castilla-santiago-de-surco-lima-lima-tale-inmobiliaria,MARISCAL CASTILLA,-12.1339205,-77.0149429,"Av. Mariscal Castilla 334 – 338, Surco",Santiago De Surco,En construcción,"31 de Diciembre, 2025",Otros,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Zona de Parrillas']",flat,X10-A,Pisos: 4 y 6,3,73.00 m2,"S/ 555,000"
5600,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3334-residencial-green-life-chorrillos-lima-lima-verones-grupo-inmobiliario,Residencial Green Life,-12.176865728505682,-77.0041376935666,Los Gorriones 490,Chorrillos,En planos,"09 de Abril, 2026",Financiamiento Propio,"['Área de juegos para niños', 'Areas verdes', 'Ascensor directo', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,706,Piso: 7,2,46.49 m2,"S/ 258,717"
5730,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2877-torre-tale-primavera-etapa-i-san-borja-lima-lima-tale-inmobiliaria,TORRE TALE PRIMAVERA - ETAPA I,-12.110887994060198,-76.99418302794139,"Av. San Luis esquina Av. Angamos Este, esquina Av. Géminis, esquina Jr. Pablo Usandizaga",San Borja,En planos,"31 de Marzo, 2027",Otros,"['Gimnasio', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Zona de Parrillas']",flat,T1-X01,Pisos: Entre 2 al 22,3,76.00 m2,"S/ 545,000"
4126,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3029-midgo-lince-lima-lima-cosapi,MIDGO,-12.083336182425771,-77.03480061358519,av arequipa 1890,Lince,En planos,"31 de Diciembre, 2026",Banco BCP,"['Área de juegos para niños', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,Departamento tipo x02,Pisos: Entre 3 al 22,2,58.55 m2,"S/ 505,451"
5525,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2199-livorno-lince-lima-lima-toratto-grupo-inmobiliario,LIVORNO,-12.089360918332403,-77.03618155238584,Av. Trinidad Moran 331,Lince,Entrega inmediata,"24 de Junio, 2023","BBVA, Otros","['Areas verdes', 'Lobby']",flat,TIPO L,Piso: 8,3,147.16 m2,"S/ 1,043,926"
375,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2688-gracia-miraflores-lima-lima-urbana-per%C3%BA,Gracia,-12.1277055,-77.0075267,Av. Aflredo Benavides 2543,Miraflores,En planos,"30 de Diciembre, 2025",Banco Scotiabank,"['Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Zona de Parrillas', 'Otros']",flat,Tipo X04,Pisos: Entre 3 al 16,1,75.76 m2,"S/ 530,399"
4051,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,LOMBARDIA,-12.0813968,-77.03940030000001,Jr. Manuel Gómez N° 390,Lince,En construcción,"31 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Lobby', 'Otros']",flat,TIPO J,Piso: 1,2,92.75 m2,"S/ 545,248"
3223,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1914-nius-magdalena-del-mar-lima-lima-grupo-t&c,NIUS,-12.0903598,-77.0657035,"Av. Javier Prado Oeste 140, Magdalena del Mar, Lima, Perú.",Magdalena Del Mar,En construcción,"30 de Septiembre, 2024",Financiamiento Propio,"['Gimnasio', 'Lobby', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Zona de Parrillas']",flat,TIPO 7,Piso: 16,2,52.79 m2,"S/ 445,081"
1388,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2226-schell-miraflores-lima-lima-volterra,Schell,-12.123481843333906,-77.02599383268344,calle Schell 605,Miraflores,En construcción,"30 de Junio, 2025",Banco BCP,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Salon Gourmet', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",duplex,Tipo 5,Piso: 11,3,131.57 m2,"S/ 1,171,634"
6442,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2573-malecon-acacias-miraflores-lima-lima-aurora-grupo-inmobiliario,Malecón Acacias,-12.1352462,-77.0266118,Calle Las Acacias N° 230,Miraflores,En construcción,"31 de Enero, 2025",BBVA,[],flat,SS02,Piso:,2,107.00 m2,"$ 338,200"
1399,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2654-albamar-parque-habich-jesus-maria-lima-lima-albamar-grupo-inmobiliario,Albamar | Parque Habich,-12.07210452019679,-77.03913694737307,JR.PABLO BERMUDEZ N N°316 - JESÚS MARÍA,Jesus Maria,En construcción,"30 de Septiembre, 2024",Otros,"['Areas verdes', 'Gimnasio', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Terraza', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,TIPO 3,Piso: 12,3,71.67 m2,"S/ 611,800"
5925,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2475-casaparq-monterrico-ii-santiago-de-surco-lima-lima-cissac,CasaParq Monterrico II,-12.105931400152418,-76.97829363729716,Cruce de Cristobal de Peralta norte esquina con Jerónimo de Aliaga norte Chacarilla,Santiago De Surco,En construcción,"31 de Marzo, 2025",Banco BANBIF,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Piscina', 'Pista para trotarcorrer', 'Sala de cine', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Salon Gourmet', 'Techo Panorámico', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas']",flat,2,Pisos: 11 y 14,2,64.33 m2,"S/ 474,000"
5934,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2256-edificio-portofino-miraflores-lima-lima-c-&-v-grupo-inmobiliario,Edificio Portofino,-12.1181942,-77.0425557,"Av. Santa Cruz 1550, Miraflores",Miraflores,Entrega inmediata,"30 de Agosto, 2024",BBVA,"['Areas verdes', 'Boulevard peatonal', 'Cuarto servicio', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de usos Múltiples', 'Techos Ecológicos', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,5,Pisos: Entre 2 al 8,3,82.56 m2,"$ 218,375"
3081,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2133-los-robles-del-chipe-piura-piura-piura-edifica,Los Robles del Chipe,-5.1678671,-80.62803339999999,"Av. Los Tallanes S/N, Piura",Piura,En construcción,"01 de Agosto, 2024",Banco BCP,"['Lobby', 'Parque privado', 'Terraza']",flat,Tipo 3 - 1er piso,Piso: 1,2,76.47 m2,"$ 330,000"
2533,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2506-ocean-avenue-pueblo-libre-lima-lima-servipro,OCEAN AVENUE,-12.0749761,-77.0631473,Av. Sucre 425-437,Pueblo Libre,En construcción,"15 de Diciembre, 2024",BBVA,"['Área de juegos para niños', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,X04,Pisos: Entre 4 al 18,2,56.85 m2,"S/ 373,000"
4526,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3298-cool-living-cercado-de-lima-lima-lima-promsal,Cool Living,-12.0784217,-77.0346433,Manuel del pino 265,Cercado de lima,En planos,"30 de Julio, 2027",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Boulevard peatonal', 'Club House', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Parrillas']",flat,9,"Pisos: 21, 22, 23",2,59.86 m2,"S/ 389,808"
5727,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2396-malaga-101-santiago-de-surco-lima-lima-fcm-construcciones,Malaga 101,-12.1203087,-76.9896993,Jirón Málaga 101,Santiago De Surco,Entrega inmediata,"31 de Diciembre, 2023",BBVA,"['Lobby', 'Sala de usos Múltiples']",flat,2D-2B (TIPO 1),Piso: 1,2,69.46 m2,"$ 180,000"
201,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2627-la-foret-san-felipe-jesus-maria-lima-lima-abril-grupo-inmobiliario,La Foret - San Felipe,-12.082678,-77.0500825,Av. San Felipe 758,Jesus Maria,En construcción,"31 de Julio, 2025",Banco BCP,"['Gimnasio', 'Karaoke', 'Lobby', 'Piscina', 'Sala de cine', 'Sala de Niños', 'Terraza', 'Otros']",flat,LF-2-X10A,Piso: 9,2,58.86 m2,"S/ 418,509"
5207,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3211-las-praderas-chorrillos-lima-lima-tale-inmobiliaria,Las Praderas,-12.1768317,-76.99919310000001,"Av. Los Faisanes 485, Chorrillos 15054",Chorrillos,En planos,"31 de Diciembre, 2026",Otros,"['Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X307,Piso: 3,2,51.91 m2,"S/ 262,000"
4764,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3239-sky-park-san-borja-lima-lima-inhouse,SKY PARK,-12.0956057,-76.9882326,Jirón Paseo del Bosque 832,San Borja,En planos,"31 de Marzo, 2026",BBVA,"['Areas verdes', 'Lobby', 'Sala Bar', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas', 'Otros']",flat,802,Piso: 8,3,71.58 m2,"S/ 724,000"
3216,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2999-lilas-lince-lima-lima-abril-grupo-inmobiliario,Lilas,-12.0910776,-77.0416679,Jiron Pezet y Monel 2728,Lince,En construcción,"30 de Marzo, 2025",Banco Scotiabank,['Lobby'],duplex,LIL-801,Piso: 8,3,118.65 m2,"S/ 869,092"
5305,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3215-urban-heights-miraflores-lima-lima-edifica,Urban Heights,-12.1289342,-77.0225608,Avenida Paseo De La Republica 6143,Miraflores,En planos,"01 de Junio, 2026",Financiamiento Propio,"['Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Zona de Lavandería', 'Otros']",flat,B5,Pisos: Entre 2 al 20,1,41.18 m2,"S/ 417,461"
2629,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2911-residencial-real-etapa-2-la-victoria-lima-lima-paz,Residencial Real Etapa 2,-12.0726186,-77.0300678,"Jr. Francia N° 130, La Victoria",La Victoria,En construcción,"31 de Octubre, 2024",Banco Interbank,"['Área de juegos para niños', 'Gimnasio', 'Jardin interior', 'Lobby', 'Piscina', 'Sala Bar', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Techo Panorámico', 'Terraza', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,15,Pisos: Entre 3 al 18,2,52.74 m2,"S/ 291,785"
5199,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3211-las-praderas-chorrillos-lima-lima-tale-inmobiliaria,Las Praderas,-12.1768317,-76.99919310000001,"Av. Los Faisanes 485, Chorrillos 15054",Chorrillos,En planos,"31 de Diciembre, 2026",Otros,"['Gimnasio', 'Jardin de niños', 'Lobby', 'Sala Bar', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Zona de Parrillas']",flat,X208,Piso: 2,2,72.54 m2,"S/ 401,000"
6233,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1904-casaparq-cerro-colorado-ii-cerro-colorado-arequipa-arequipa-cissac,CasaParq - Cerro Colorado II,-16.3734647,-71.5542996,Calle A 1 Urb.El Rosario II Condominio Casaparq,Cerro Colorado,En construcción,"30 de Noviembre, 2024","Banco BANBIF, Otros","['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Sala de cine', 'Sala de Internet', 'Sala de Niños', 'Sala de usos Múltiples', 'Video vigilancia', 'Zona de Parrillas', 'Otros']",flat,MODELO 01,Piso: 1,3,64.70 m2,"S/ 356,277"
5280,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3258-albamar-oasis-surquillo-lima-lima-albamar-grupo-inmobiliario,Albamar | Oasis,-12.1025042,-77.0217445,"Av. Andres Aramburú 866, Surquillo",Surquillo,En planos,"31 de Agosto, 2026",Banco BCP,"['Área de juegos para niños', 'Areas verdes', 'Gimnasio', 'Jardin de niños', 'Jardin interior', 'Lobby', 'Parque privado', 'Sala Bar', 'Sala de cine', 'Sala de Niños', 'Sala de usos Múltiples', 'Terraza', 'Video vigilancia', 'Zona de Lavandería', 'Zona de Parrillas', 'Otros']",flat,Tipo 1,Pisos: Entre 7 al 22,2,57.24 m2,"S/ 426,700"
